concentration_1	concentration_2	concentration_3	concentration_4	concentration_5	concentration_6
122	56	61	113	56	55
108	63	80	117	83	82
108	63	80	117	83	82
164	59	73	101	85	92
65	53	124	129	83	72
61	69	14	118	15	62
106	58	47	112	76	75
102	32	108	119	77	82
122	79	143	104	15	83
124	58	54	116	108	77
132	65	95	116	78	82
96	58	63	113	76	81
124	57	19	116	79	80
141	48	112	126	74	77
139	26	97	127	71	74
92	54	54	112	75	80
117	56	67	118	90	83
95	61	86	147	126	77
98	57	31	116	83	104
207	69	0	115	60	98
132	46	60	114	73	72
79	56	53	114	82	81
159	76	169	113	48	79
42	57	148	115	62	50
110	58	64	118	76	83
130	55	56	116	76	80
104	55	59	124	74	80
109	85	0	113	70	60
134	55	58	119	74	78
92	55	54	123	74	77
138	43	33	100	5	84
137	53	57	116	75	81
115	52	51	110	75	80
124	56	48	106	82	79
140	51	62	105	86	89
97	50	46	106	70	77
159	53	50	111	70	76
114	52	48	106	73	89
91	62	76	113	83	83
182	57	69	112	82	105
99	52	45	111	80	79
121	47	69	113	101	96
80	59	43	131	121	93
110	52	50	111	79	80
110	52	50	111	79	80
128	53	55	111	83	78
89	57	53	113	80	80
104	58	17	101	76	81
85	59	60	120	80	79
84	53	52	123	76	79
96	44	90	115	81	74
119	53	47	121	74	78
135	53	58	121	75	78
99	57	39	127	74	74
120	84	67	126	77	86
162	59	60	125	82	71
69	76	100	123	87	73
91	47	32	117	89	89
162	58	44	139	65	71
96	59	55	128	73	78
112	76	29	103	75	76
130	60	65	118	64	76
141	62	64	127	75	78
115	55	60	132	78	77
67	41	0	110	79	78
78	56	54	111	73	76
78	59	55	124	77	78
171	38	69	127	72	53
202	59	59	123	77	79
166	57	47	123	77	78
63	56	61	121	79	76
95	42	13	110	104	69
143	55	52	111	81	76
100	57	45	118	77	76
75	28	133	84	57	98
69	57	50	116	120	78
138	47	104	122	82	97
80	57	60	111	72	79
95	54	51	115	77	77
106	59	0	84	103	50
127	54	50	110	78	77
103	57	46	116	75	80
114	57	57	118	82	79
135	47	69	122	89	83
218	64	16	116	69	84
92	59	70	126	87	83
92	59	70	126	87	83
62	55	119	116	105	103
92	63	56	119	78	74
133	90	7	123	27	95
90	56	49	114	77	78
95	56	50	114	79	78
149	62	59	112	79	80
123	60	27	109	80	80
101	64	72	110	121	83
104	64	50	93	75	81
104	60	61	111	75	81
112	58	62	109	84	79
90	59	59	109	76	82
65	49	7	108	53	89
102	56	49	105	76	80
93	56	49	106	72	81
78	14	103	136	80	75
116	56	64	135	29	68
115	61	93	114	81	81
146	66	65	116	82	72
100	63	80	115	82	106
90	62	70	117	104	81
86	62	32	117	74	81
83	63	37	112	68	78
110	52	43	83	17	77
96	57	44	116	71	79
91	57	46	115	72	79
106	57	55	115	74	80
91	89	72	105	78	80
130	97	145	119	70	102
107	57	55	120	77	93
97	59	60	116	72	79
98	59	55	126	76	80
116	57	52	120	74	82
96	49	58	113	70	86
76	55	45	129	55	80
72	58	44	120	76	79
60	51	92	127	73	76
80	60	177	122	83	76
97	64	146	126	83	75
79	59	51	127	85	77
103	61	65	128	74	77
121	51	55	99	49	71
121	51	55	99	49	71
90	57	52	122	69	75
111	57	53	121	68	74
102	58	58	122	71	76
111	63	50	121	73	78
142	72	57	120	80	79
101	45	78	127	87	76
128	51	40	139	71	74
130	65	79	120	108	96
146	57	61	122	56	80
133	55	48	120	71	73
118	57	41	118	72	74
186	58	48	122	77	74
117	61	77	119	89	76
120	63	23	121	77	76
105	59	70	123	86	80
102	68	63	96	85	72
100	63	35	117	79	71
99	53	48	120	79	78
80	57	40	120	105	59
100	54	73	122	85	80
113	69	69	121	90	80
47	54	39	116	79	99
144	51	16	118	80	77
172	54	68	116	88	91
93	41	76	122	83	81
93	45	68	119	67	78
120	51	81	123	126	84
90	59	94	123	88	81
142	63	35	135	113	87
90	52	11	112	127	75
80	52	47	120	76	82
145	55	62	118	77	83
67	64	54	123	80	58
107	58	72	120	77	84
105	60	61	119	76	84
201	56	73	120	78	82
102	46	18	127	79	86
120	44	48	115	53	82
112	55	52	120	78	84
98	41	111	117	78	87
181	50	0	118	88	82
181	50	0	118	88	82
120	92	53	122	86	103
162	56	56	120	83	89
109	59	60	121	81	85
119	62	46	120	79	84
96	56	17	120	80	55
171	60	11	119	96	82
131	59	1	112	68	79
111	61	53	122	82	85
109	60	59	111	80	84
131	61	139	144	80	87
147	66	23	106	85	84
128	65	75	105	83	87
132	61	170	114	82	84
98	58	56	114	77	85
183	59	65	122	78	86
111	67	69	117	75	85
77	65	71	116	49	88
95	81	112	104	49	73
98	54	0	112	85	91
128	65	15	116	101	82
132	61	65	116	84	81
110	65	61	118	83	83
86	69	30	105	92	85
156	60	71	119	94	86
121	68	25	115	93	89
110	61	62	108	82	89
124	67	50	119	83	85
98	31	158	135	70	82
77	58	57	108	77	94
117	61	48	115	79	82
136	60	47	117	83	84
207	70	185	134	65	84
131	61	0	96	84	88
159	64	65	103	78	86
154	61	68	127	77	84
105	61	59	119	82	85
102	61	51	124	84	86
145	70	14	115	79	81
105	54	131	130	66	81
82	63	42	116	52	95
82	63	42	116	52	95
99	53	34	123	84	83
126	62	69	109	83	83
120	69	68	122	96	87
144	63	51	120	84	86
97	62	77	120	85	84
124	57	72	118	82	93
107	62	53	119	77	83
92	62	61	121	82	84
118	92	106	118	80	64
100	70	89	127	90	86
99	62	58	120	80	85
122	68	50	112	85	86
87	62	32	128	63	79
121	62	58	120	75	84
76	63	49	120	79	85
118	52	72	125	94	90
91	61	53	120	78	86
106	67	53	122	82	84
89	64	26	137	86	81
147	61	48	122	87	84
99	61	62	123	83	86
169	57	76	125	89	90
106	60	57	126	79	88
186	62	73	124	81	88
130	70	26	117	70	86
98	65	61	125	67	91
80	61	50	123	75	86
92	54	37	130	85	87
108	62	75	123	104	109
87	65	33	127	89	74
106	53	74	120	120	95
103	56	57	137	78	87
93	54	89	123	80	79
106	61	64	123	89	84
133	21	139	128	64	78
131	36	0	111	82	66
117	64	56	114	75	87
111	65	63	120	77	87
89	68	21	114	79	87
95	63	50	119	80	89
94	63	52	120	80	88
80	73	0	119	101	86
80	73	0	119	101	86
112	67	65	124	87	97
112	65	56	127	89	86
111	68	61	126	87	89
176	48	47	125	84	100
105	68	101	123	63	84
79	56	81	120	93	85
190	62	50	125	86	87
125	63	56	131	89	86
150	84	0	132	97	107
103	49	85	132	123	109
96	64	78	124	125	91
153	73	162	160	84	90
175	64	60	132	89	86
134	63	59	120	85	85
104	64	31	122	86	87
95	70	31	121	111	85
92	66	105	141	75	79
116	60	70	123	109	80
107	58	59	125	88	85
86	60	54	130	85	85
105	62	65	133	90	85
120	71	77	126	89	85
93	67	85	123	88	84
99	69	86	127	59	86
117	63	61	121	85	89
178	67	67	132	85	77
104	64	66	123	85	87
131	56	4	120	84	96
93	69	142	118	80	78
105	63	61	121	93	100
86	64	52	123	85	84
120	67	52	126	82	86
112	63	62	121	88	85
123	62	66	124	87	82
153	63	60	116	114	88
103	66	152	133	59	81
173	64	10	127	103	90
111	57	28	130	89	89
88	70	75	123	111	91
100	64	48	113	81	87
100	64	48	113	81	87
158	68	46	117	84	89
133	66	38	122	90	85
119	60	64	115	69	91
103	56	0	118	90	89
87	56	123	139	86	96
117	63	59	122	77	86
135	61	61	119	84	88
122	61	59	120	82	92
143	51	63	124	84	93
156	62	184	120	88	89
111	89	78	126	117	91
101	64	65	129	96	94
151	66	70	135	84	91
138	67	59	125	83	91
111	32	78	139	35	79
111	43	170	129	133	87
165	39	99	122	65	106
76	70	78	125	51	99
102	61	53	122	80	88
138	61	50	130	81	88
101	31	12	117	46	110
150	49	0	118	91	90
133	92	0	117	54	80
130	61	62	125	88	90
94	62	62	123	91	88
112	60	0	116	93	94
80	58	55	112	83	88
91	59	55	121	85	88
100	60	61	120	93	88
112	63	65	120	97	93
184	61	72	123	142	86
192	63	155	121	95	90
121	62	61	122	92	93
150	64	73	126	90	93
139	52	47	126	88	90
105	54	31	117	81	83
125	59	51	123	87	90
128	59	57	123	86	90
158	87	45	127	74	104
183	50	148	154	91	109
88	75	59	117	19	65
88	75	59	117	19	65
90	60	72	127	87	91
100	66	66	120	93	92
127	54	60	117	25	97
111	61	57	122	82	90
100	63	57	121	85	89
108	61	63	118	92	90
170	71	80	113	96	114
96	68	76	112	87	95
103	70	57	110	89	89
127	70	116	102	69	86
128	62	0	111	60	85
112	63	58	114	81	88
175	79	78	134	84	81
162	69	61	122	89	88
140	66	163	125	62	93
101	59	55	120	85	88
88	75	0	91	51	86
93	69	56	112	92	87
109	44	54	97	30	72
109	44	54	97	30	72
