concentration_1	concentration_2	concentration_3	concentration_4	concentration_5	concentration_6
100	64	0	95	63	64
62	65	37	88	64	59
41	62	74	114	43	34
86	62	63	72	65	63
34	76	42	95	105	79
83	51	61	82	72	63
61	62	42	82	64	59
65	48	67	117	59	61
60	62	45	95	66	59
87	72	118	72	87	64
60	66	46	76	65	58
98	86	50	62	109	72
66	49	56	89	50	62
74	106	124	79	63	51
62	61	0	78	55	54
61	68	45	88	62	55
74	74	58	88	68	62
62	65	58	86	65	58
62	65	58	86	65	58
74	66	103	83	109	75
64	68	42	93	62	57
76	63	0	56	109	42
68	71	28	91	70	63
43	74	14	93	45	52
64	63	37	84	63	57
59	64	43	87	62	58
63	64	54	88	65	60
84	72	44	83	64	61
51	76	10	84	92	58
62	85	109	113	48	65
59	91	56	111	50	53
67	73	170	91	75	54
106	95	61	117	61	54
47	65	0	85	59	51
59	63	37	98	69	59
68	61	78	94	74	49
64	68	58	93	64	57
57	67	19	85	65	50
64	54	41	93	69	61
67	59	102	94	65	64
64	61	66	91	80	63
76	70	35	87	53	54
61	63	39	84	62	60
62	63	47	90	68	60
66	65	46	91	62	78
56	66	63	89	64	63
54	59	40	83	72	52
70	55	54	80	65	60
145	81	49	87	68	59
69	66	64	90	69	56
51	74	38	82	63	50
61	62	42	87	62	58
71	67	51	88	69	60
61	67	46	85	64	63
59	66	46	90	66	60
82	81	8	90	57	76
56	41	32	103	54	81
71	60	67	106	74	63
62	65	54	95	69	81
76	54	115	94	63	63
63	65	44	90	62	59
67	64	51	89	64	60
67	64	51	89	64	60
67	68	47	87	68	64
47	67	42	91	65	62
74	53	46	98	93	55
17	80	8	120	106	85
57	68	47	91	67	57
71	69	57	95	71	62
49	64	60	84	71	50
65	66	41	91	63	58
69	62	69	84	51	31
66	70	50	86	65	59
37	61	0	96	76	40
59	67	40	92	65	59
114	69	49	125	64	79
63	69	66	95	61	61
86	70	51	90	64	58
62	67	41	91	62	59
61	69	46	89	69	60
67	71	0	93	79	69
15	66	37	92	49	78
56	65	39	92	72	61
60	68	39	81	65	60
70	71	62	91	70	67
62	70	42	97	74	62
54	66	91	101	63	58
62	64	44	94	65	64
98	98	110	82	70	85
68	72	94	94	66	63
14	41	29	95	64	58
62	72	0	86	67	55
74	69	40	96	67	62
108	71	61	94	113	67
66	69	72	98	74	62
67	69	36	97	68	63
64	65	44	94	64	62
64	66	46	91	70	61
55	76	78	113	53	86
64	66	58	88	70	61
108	56	117	83	56	63
14	55	0	88	75	62
62	65	40	90	66	63
3	97	153	96	74	81
63	65	10	96	58	59
74	73	0	80	83	59
77	53	49	82	75	75
61	64	49	93	66	62
61	64	49	93	66	62
54	95	48	93	67	52
51	54	43	104	60	62
63	66	48	94	70	63
78	75	76	90	76	66
65	60	45	104	65	61
65	60	42	83	70	62
74	61	51	92	70	63
81	63	61	98	59	64
70	60	43	86	68	66
47	85	15	89	66	59
63	59	40	92	66	62
62	61	40	92	67	62
64	68	67	93	69	66
66	71	61	95	76	64
65	67	45	87	67	64
61	66	43	92	67	63
64	67	46	90	67	64
35	80	50	97	65	64
69	70	53	107	73	56
66	69	48	92	69	65
71	68	47	92	74	63
63	65	39	92	67	62
60	65	38	80	66	64
56	33	37	111	63	58
74	73	67	94	73	62
65	71	49	95	75	63
72	46	43	93	125	64
61	66	41	94	66	67
64	70	41	94	64	66
85	74	125	103	45	66
68	75	66	88	77	66
64	76	43	95	71	68
62	72	39	92	64	66
63	70	41	91	69	65
65	71	40	91	67	65
8	75	110	90	54	86
70	68	45	94	68	66
100	85	30	93	68	66
52	83	34	76	91	55
64	69	47	96	67	64
88	72	0	95	72	38
74	65	64	89	48	66
60	58	115	67	71	78
48	76	22	74	73	61
48	76	22	74	73	61
65	70	43	87	68	64
78	69	34	78	60	64
62	61	54	99	53	71
68	61	56	89	68	64
62	55	39	89	69	62
69	63	48	88	68	65
67	88	17	91	68	43
70	69	62	94	68	67
84	58	0	96	76	56
61	69	45	93	69	62
69	73	47	100	70	74
67	74	119	104	82	55
74	75	138	102	78	58
